12.0,0.0,-1.78,-174.72,1
10.0,0.0,-0.87,-174.94,1
8.0,0.0,-0.06,-175.16,1
6.0,0.0,0.65,-175.38,1
4.0,0.0,1.24,-175.6,1
2.0,0.0,1.7,-175.82,1
0.0,0.0,2.02,-176.04,1
-2.0,0.0,2.19,-176.26,1
-4.0,0.0,2.21,-176.48,1
-6.0,0.0,2.07,-176.7,1
-8.0,0.0,1.73,-176.92,1
-8.25,0.0,1.67,-177.14,1
-8.5,0.0,1.6,-177.36,1
-8.75,0.0,1.53,-177.58,1
-9.0,0.0,1.47,-177.8,1
-9.25,0.0,1.4,-178.02,1
-9.5,0.0,1.32,-178.24,1
-9.75,0.0,1.22,-178.46,1
-10.0,0.0,1.12,-178.68,1
-10.25,0.0,1.02,-178.9,1
-10.5,0.0,0.93,-179.12,1
-10.75,0.0,0.83,-179.34,1
-11.0,0.0,0.69,-179.56,1
-11.25,0.0,0.53,-179.78,1
12.0,-5.0,-1.48,-175.2,1
10.0,-5.0,-0.64,-175.4,1
8.0,-5.0,0.1,-175.6,1
6.0,-5.0,0.75,-175.8,1
4.0,-5.0,1.29,-176.0,1
2.0,-5.0,1.72,-176.2,1
0.0,-5.0,2.02,-176.4,1
-2.0,-5.0,2.17,-176.6,1
-4.0,-5.0,2.19,-176.8,1
-6.0,-5.0,2.05,-177.0,1
-8.0,-5.0,1.72,-177.2,1
-8.25,-5.0,1.67,-177.4,1
-8.5,-5.0,1.6,-177.6,1
-8.75,-5.0,1.54,-177.8,1
-9.0,-5.0,1.47,-178.0,1
-9.25,-5.0,1.41,-178.2,1
-9.5,-5.0,1.34,-178.4,1
-9.75,-5.0,1.25,-178.6,1
-10.0,-5.0,1.15,-178.8,1
-10.25,-5.0,1.06,-179.0,1
-10.5,-5.0,0.97,-179.2,1
-10.75,-5.0,0.87,-179.4,1
-11.0,-5.0,0.74,-179.6,1
-11.25,-5.0,0.6,-179.8,1
12.0,-10.0,1.16,-175.824,1
10.0,-10.0,0.4,-175.998,1
8.0,-10.0,0.28,-176.172,1
6.0,-10.0,0.87,-176.346,1
4.0,-10.0,1.37,-176.52,1
2.0,-10.0,1.75,-176.694,1
0.0,-10.0,2.02,-176.868,1
-2.0,-10.0,2.16,-177.042,1
-4.0,-10.0,2.16,-177.216,1
-6.0,-10.0,2.02,-177.39,1
-8.0,-10.0,1.71,-177.564,1
-8.25,-10.0,1.66,-177.738,1
-8.5,-10.0,1.59,-177.912,1
-8.75,-10.0,1.53,-178.086,1
-9.0,-10.0,1.47,-178.26,1
-9.25,-10.0,1.41,-178.434,1
-9.5,-10.0,1.34,-178.608,1
-9.75,-10.0,1.25,-178.782,1
-10.0,-10.0,1.16,-178.956,1
-10.25,-10.0,1.07,-179.13,1
-10.5,-10.0,0.99,-179.304,1
-10.75,-10.0,0.9,-179.478,1
-11.0,-10.0,0.77,-179.652,1
-11.25,-10.0,0.64,-179.826,1
12.0,-15.0,0.82,-176.576,1
10.0,-15.0,0.13,-176.71866666666668,1
8.0,-15.0,0.48,-176.8613333333333,1
6.0,-15.0,1.01,-177.004,1
4.0,-15.0,1.46,-177.14666666666668,1
2.0,-15.0,1.8,-177.28933333333333,1
0.0,-15.0,2.03,-177.432,1
-2.0,-15.0,2.14,-177.57466666666667,1
-4.0,-15.0,2.13,-177.71733333333333,1
-6.0,-15.0,1.98,-177.86,1
-8.0,-15.0,1.67,-178.00266666666667,1
-8.25,-15.0,1.62,-178.14533333333333,1
-8.5,-15.0,1.56,-178.288,1
-8.75,-15.0,1.5,-178.43066666666667,1
-9.0,-15.0,1.44,-178.57333333333332,1
-9.25,-15.0,1.38,-178.716,1
-9.5,-15.0,1.31,-178.85866666666666,1
-9.75,-15.0,1.23,-179.00133333333332,1
-10.0,-15.0,1.15,-179.144,1
-10.25,-15.0,1.06,-179.28666666666666,1
-10.5,-15.0,0.98,-179.42933333333335,1
-10.75,-15.0,0.89,-179.572,1
-11.0,-15.0,0.78,-179.71466666666666,1
-11.25,-15.0,0.65,-179.85733333333334,1
-11.5,-15.0,0.52,-180.0,1
12.0,-25.0,-0.11,-178.224,1
10.0,-25.0,0.44,-178.298,1
8.0,-25.0,0.93,-178.372,1
6.0,-25.0,1.35,-178.446,1
4.0,-25.0,1.69,-178.52,1
2.0,-25.0,1.95,-178.594,1
0.0,-25.0,2.11,-178.668,1
-2.0,-25.0,2.16,-178.742,1
-4.0,-25.0,2.11,-178.816,1
-6.0,-25.0,1.93,-178.89,1
-8.0,-25.0,1.62,-178.964,1
-8.25,-25.0,1.57,-179.038,1
-8.5,-25.0,1.51,-179.112,1
-8.75,-25.0,1.45,-179.186,1
-9.0,-25.0,1.39,-179.26,1
-9.25,-25.0,1.33,-179.334,1
-9.5,-25.0,1.27,-179.408,1
-9.75,-25.0,1.19,-179.482,1
-10.0,-25.0,1.11,-179.556,1
-10.25,-25.0,1.03,-179.63,1
-10.5,-25.0,0.95,-179.704,1
-10.75,-25.0,0.86,-179.778,1
-11.0,-25.0,0.76,-179.852,1
-11.25,-25.0,0.65,-179.926,1
-11.5,-25.0,0.52,-180.0,1
12.0,-35.0,0.65,-180.384,1
10.0,-35.0,1.08,-180.368,1
8.0,-35.0,1.44,-180.352,1
6.0,-35.0,1.76,-180.336,1
4.0,-35.0,1.99,-180.32,1
2.0,-35.0,2.16,-180.304,1
0.0,-35.0,2.24,-180.288,1
-2.0,-35.0,2.23,-180.272,1
-4.0,-35.0,2.11,-180.256,1
-6.0,-35.0,1.89,-180.24,1
-8.0,-35.0,1.54,-180.224,1
-8.25,-35.0,1.49,-180.208,1
-8.5,-35.0,1.43,-180.192,1
-8.75,-35.0,1.37,-180.176,1
-9.0,-35.0,1.3,-180.16,1
-9.25,-35.0,1.24,-180.144,1
-9.5,-35.0,1.18,-180.128,1
-9.75,-35.0,1.1,-180.112,1
-10.0,-35.0,1.02,-180.096,1
-10.25,-35.0,0.94,-180.08,1
-10.5,-35.0,0.86,-180.064,1
-10.75,-35.0,0.7,-180.048,1
-11.0,-35.0,0.6,-180.032,1
-11.25,-35.0,0.57,-180.016,1
-11.5,-35.0,0.45,-180.0,1
12.0,-45.0,1.49,-182.608,1
10.0,-45.0,1.79,-182.4993333333333,1
8.0,-45.0,2.03,-182.39066666666668,1
6.0,-45.0,2.23,-182.282,1
4.0,-45.0,2.36,-182.17333333333332,1
2.0,-45.0,2.43,-182.06466666666665,1
0.0,-45.0,2.41,-181.956,1
-2.0,-45.0,2.31,-181.84733333333327,1
-4.0,-45.0,2.12,-181.73866666666663,1
-6.0,-45.0,1.83,-181.63,1
-8.0,-45.0,1.41,-181.52133333333333,1
-8.25,-45.0,1.35,-181.41266666666667,1
-8.5,-45.0,1.28,-181.304,1
-8.75,-45.0,1.21,-181.1953333333333,1
-9.0,-45.0,1.14,-181.08666666666667,1
-9.25,-45.0,1.07,-180.978,1
-9.5,-45.0,1.0,-180.86933333333332,1
-9.75,-45.0,0.92,-180.76066666666668,1
-10.0,-45.0,0.83,-180.652,1
-10.25,-45.0,0.74,-180.5433333333333,1
-10.5,-45.0,0.66,-180.43466666666663,1
-10.75,-45.0,0.57,-180.326,1
-11.0,-45.0,0.47,-180.21733333333333,1
-11.25,-45.0,0.36,-180.10866666666666,1
-11.5,-45.0,0.24,-180.0,1
12.0,-53.0,2.15,-184.816,1
10.0,-53.0,2.35,-184.61533333333333,1
8.0,-53.0,2.51,-184.41466666666668,1
6.0,-53.0,2.61,-184.214,1
4.0,-53.0,2.65,-184.0133333333333,1
2.0,-53.0,2.63,-183.81266666666667,1
0.0,-53.0,2.53,-183.612,1
-2.0,-53.0,2.36,-183.41133333333332,1
-4.0,-53.0,2.09,-183.21066666666667,1
-6.0,-53.0,1.72,-183.01,1
-8.0,-53.0,1.22,-182.8093333333333,1
-8.25,-53.0,1.16,-182.60866666666664,1
-8.5,-53.0,1.08,-182.408,1
-8.75,-53.0,1.0,-182.2073333333333,1
-9.0,-53.0,0.92,-182.00666666666663,1
-9.25,-53.0,0.85,-181.806,1
-9.5,-53.0,0.77,-181.60533333333333,1
-9.75,-53.0,0.68,-181.40466666666663,1
-10.0,-53.0,0.58,-181.204,1
-10.25,-53.0,0.49,-181.00333333333333,1
-10.5,-53.0,0.39,-180.80266666666665,1
